Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01vFCp3K2GnXGlwsFnX__937849060-0-cib.jpg?v=1755340895,3,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01Ogay4X2GnXGqilpq7__937849060-0-cib.jpg?v=1755340895,4,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01vWgzWi2GnXGiSuxeJ__937849060-0-cib.jpg?v=1755340895,5,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01WIJyM52GnXGnqO6Ew__937849060-0-cib.jpg?v=1755340895,6,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zO4dJu2GnXGpaAjW7__937849060-0-cib.jpg?v=1755340895,7,"",,,,,,,,,,,,
leather-handcuffs-arm-bondage-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/8.jpg?v=1755591813,8,"",,,,,,,,,,,,
full-headgear,Full headgear,"<p>Experience an intense blend of restraint and allure with this full headgear. Designed to envelop completely, it heightens sensation and anticipation, perfect for those who crave immersive play. The sleek, sexy design enhances your boldest fantasies while ensuring comfort and secure fit. Elevate your passion and explore deeper connections with this seductive essential.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,226.0,shopify,5,deny,manual,89.99,159.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3498256794_340828440.jpg?v=1755340475,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3498256794_340828440.jpg?v=1755340475,g,,,active
full-headgear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3498627709_340828440.jpg?v=1755340475,2,"",,,,,,,,,,,,
full-headgear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250817142903_521_39.jpg?v=1755591606,3,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,Metal nose hook forced mouth opening gag,"<p>Experience a daring edge with this Metal Nose Hook Forced Mouth Opening Gag, designed to intensify your play with bold restraint. Crafted for confident control, the sleek metal nose hook gently lifts, keeping the mouth irresistibly open. Its smooth finish ensures comfort while heightening sensations, making every moment charged with anticipation. Elevate your intimate adventures with this provocative accessory that combines daring design and enticing functionality.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,114.0,shopify,7,deny,manual,89.99,102.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01j03Aut2GnXLQrhOK9__937849060-0-cib.jpg?v=1755335039,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01j03Aut2GnXLQrhOK9__937849060-0-cib.jpg?v=1755335039,g,,,active
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01Doe4fP2GnXLUwu4Lb__937849060-0-cib.jpg?v=1755335039,2,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01o28BQ72GnXLV9QkU4__937849060-0-cib.jpg?v=1755335039,3,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01A3uYJT2GnXLV9RQ3g__937849060-0-cib.jpg?v=1755335039,4,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01cRapuP2GnXLT1Uaei__937849060-0-cib.jpg?v=1755335039,5,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01wTitS72GnXLUBDKGD__937849060-0-cib.jpg?v=1755335039,6,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN0157e9wA2GnXLLeZ8x5__937849060-0-cib.jpg?v=1755335039,7,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN0185YRCU2GnXLUBCFk7__937849060-0-cib.jpg?v=1755335039,8,"",,,,,,,,,,,,
metal-nose-hook-forced-mouth-opening-gag,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/6_47e83cb1-73fd-444d-9ed6-bdadb9c0d2de.jpg?v=1755591867,9,"",,,,,,,,,,,,
metal-gag-with-nose-hook,Metal gag with nose hook,"<p>Experience an intense blend of control and sensation with this Metal Gag featuring a daring nose hook. Crafted for those who crave bold play, its sleek metal design ensures durability while delivering a striking aesthetic. The nose hook adds an exhilarating edge, heightening vulnerability and surrender. Perfect for adventurous moments, this piece combines restraint with style for unforgettable encounters.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,154.0,shopify,5,deny,manual,89.99,102.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01fdT88M2GnX2nRQR9X__937849060-0-cib.jpg?v=1755341159,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN017tMUvj2GnX2wBnHZR__937849060-0-cib.jpg?v=1755341159,g,,,active
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN017tMUvj2GnX2wBnHZR__937849060-0-cib.jpg?v=1755341159,2,"",,,,,,,,,,,,
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01ZeD6qO2GnX2wuMXNK__937849060-0-cib.jpg?v=1755334104,3,"",,,,,,,,,,,,
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01z07wKU2GnX2r3WFVH__937849060-0-cib.jpg?v=1755334104,4,"",,,,,,,,,,,,
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01vXLjB92GnX2ue8pES__937849060-0-cib.jpg?v=1755334104,5,"",,,,,,,,,,,,
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01CX5qR62GnX2gjouR5__937849060-0-cib.jpg?v=1755334104,6,"",,,,,,,,,,,,
metal-gag-with-nose-hook,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/5_aa9352a1-d21a-4a67-90d5-e70338453935.jpg?v=1755591915,7,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,Vacuum Breast Pump Rotator,"<p>Experience heightened pleasure and exquisite sensations with the Vacuum Breast Pump Rotator. Designed to enhance stimulation through gentle suction and smooth rotation, it intensifies sensitivity and teases your senses. Whether for solo play or shared moments, this sleek device adds a thrilling twist to your intimate exploration, elevating every touch to new heights of excitement.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,9,deny,manual,19.99,29.99,false,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11477355044_340828440.jpg?v=1755331721,1,"",false,,,,shopify--color-pattern-dgy1dvxa; shopify--color-pattern-h9tm2ste; white,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11477355044_340828440.jpg?v=1755331721,lb,,,active
vacuum-breast-pump-rotator,,,,,,,,,shopify--color-pattern-h9tm2ste,,,,,,,,,0.0,shopify,6,deny,manual,19.99,29.99,false,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01YAgc8E2GnXJK8MSQc__937849060-0-cib.jpg?v=1755331721,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01YAgc8E2GnXJK8MSQc__937849060-0-cib.jpg?v=1755331721,lb,,,
vacuum-breast-pump-rotator,,,,,,,,,white,,,,,,,,,0.0,shopify,7,deny,manual,19.99,29.99,false,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01y6kCDz2GnXJLWl7T3__937849060-0-cib.jpg?v=1755592120,3,"",,,,,,,,,lb,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN017DZuTT2GnXJMXvoTK__937849060-0-cib.jpg?v=1755592120,4,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01S5Oiek2GnXJFf8kPM__937849060-0-cib.jpg?v=1755592120,5,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01bRsdvt2GnXPBK5ao7__937849060-0-cib.jpg?v=1755592120,6,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01X5O5nf2GnXPCRp9hR__937849060-0-cib.jpg?v=1755592120,7,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01xsq4f32GnXPCRokkj__937849060-0-cib.jpg?v=1755592120,8,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/c06819b46d29dd8d8c70f1fce86401a.jpg?v=1755592120,9,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11477346358_340828440.jpg?v=1755592120,10,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11512309727_340828440.jpg?v=1755592120,11,"",,,,,,,,,,,,
vacuum-breast-pump-rotator,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/4.2.jpg?v=1755592120,12,"",,,,,,,,,,,,
black-imitation-handcuffs,Black imitation handcuffs,"<p>These sleek black imitation handcuffs add a daring edge to your intimate moments. Crafted for comfort and style, they offer a tantalizing restraint that enhances trust and excitement. Perfect for exploring playful boundaries with a touch of seductive control.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,225.0,shopify,6,deny,manual,43.99,75.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zJQaQ72GnXKhxKq2e__937849060-0-cib_750fd0a3-1deb-405f-8209-f46dcca143cb.jpg?v=1755327896,1,"",false,,,,shopify--color-pattern-dgy1dvxa,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zJQaQ72GnXKhxKq2e__937849060-0-cib_750fd0a3-1deb-405f-8209-f46dcca143cb.jpg?v=1755327896,g,,,active
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01YpCbvA2GnXKgh28Nr__937849060-0-cib_94760453-aaf5-4765-8870-ebbf723f27a5.jpg?v=1755327896,2,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01BWFrLp2GnXKg4aRwp__937849060-0-cib_a77d7ec7-7197-45b4-b241-7fcb1f2fd337.jpg?v=1755327896,3,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01F4iNRI2GnXKfwBtWM__937849060-0-cib_8ab52d14-e85b-448b-a4fb-427668e72662.jpg?v=1755327895,4,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01MUKFbc2GnXKiw5Hoh__937849060-0-cib_5706821f-e5f5-4341-b342-8723c04696ab.jpg?v=1755327896,5,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01NPAMU92GnXKgiNqjD__937849060-0-cib_c7084901-cec8-4b18-a45e-a25662090756.jpg?v=1755327895,6,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01rW3EQu2GnXKiw6xmQ__937849060-0-cib_c9a0ee0e-4c93-48f7-80cb-6c4eafcf8a9a.jpg?v=1755327896,7,"",,,,,,,,,,,,
black-imitation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/3_6adfc3e3-b685-4228-8fc4-7846e3711dea.jpg?v=1755592157,8,"",,,,,,,,,,,,
simulation-handcuffs,Simulation handcuffs,"<p>Experience thrilling restraint with these BDSM simulation handcuffs, designed to ignite passion and enhance intimate play. Crafted for both comfort and a realistic feel, they offer just the right balance of firmness and freedom, setting the stage for electrifying connections and adventurous moments together. Unlock new sensations and explore your desires with confidence and style.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,,114305.27724,shopify,8,deny,manual,39.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01AZEngK2GnXOxBvSto__937849060-0-cib.jpg?v=1755327402,1,"",false,,,,silver; rose-gold,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01AZEngK2GnXOxBvSto__937849060-0-cib.jpg?v=1755327402,lb,,,active
simulation-handcuffs,,,,,,,,,rose-gold,,,,,,,,,114305.27724,shopify,9,deny,manual,39.99,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/2.2.jpg?v=1755592358,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01cTZZPY2GnXHopC6Xu__937849060-0-cib.jpg?v=1755592358,lb,,,
simulation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01cTZZPY2GnXHopC6Xu__937849060-0-cib.jpg?v=1755592358,3,"",,,,,,,,,,,,
simulation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01ExjyE62GnXHr3G9mc__937849060-0-cib.jpg?v=1755592358,4,"",,,,,,,,,,,,
simulation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01juonqS2GnXHopEvNT__937849060-0-cib.jpg?v=1755592358,5,"",,,,,,,,,,,,
simulation-handcuffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN014rol9S2GnXHqaMo18__937849060-0-cib.jpg?v=1755592358,6,"",,,,,,,,,,,,
training-whip,Training Whip,"<p>Experience control and pleasure with the Training Whip, designed for both beginners and seasoned players. Its supple yet firm construction delivers enticing sensations, allowing you to explore boundaries safely and confidently. Perfect for skill-building or adding a playful edge to your intimate moments, this whip invites you to embrace your desires with elegance and power.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,navy,product.metafields.shopify.color-pattern,,,,,,,,88.0,shopify,6,deny,manual,59.99,69.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11147442081_340828440.jpg?v=1755326860,1,"",false,,,,navy,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11210393395_340828440.jpg?v=1755326860,g,,,active
training-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11210393395_340828440.jpg?v=1755326860,2,"",,,,,,,,,,,,
training-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11179333636_340828440.jpg?v=1755326510,3,"",,,,,,,,,,,,
training-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11179336454_340828440.jpg?v=1755326510,4,"",,,,,,,,,,,,
training-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11210381718_340828440.jpg?v=1755326510,5,"",,,,,,,,,,,,
training-whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/1_75a4f0bb-1e21-46c6-9deb-5291ea49a4d3.jpg?v=1755592158,6,"",,,,,,,,,,,,
cross-type-screw-adjustable-nipple-clamp,Cross-type screw adjustable nipple clamp,"<p>Experience precise control and intense sensation with this cross-type screw adjustable nipple clamp. Designed for comfort and customized pressure, it allows you to adjust the tightness exactly to your preference, enhancing pleasure and teasing every nerve ending. Crafted for secure wear and stylish appeal, it’s perfect for adding a daring edge to your intimate moments.</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,,48.0,shopify,6,deny,manual,35.99,48.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10530771739_340828440.jpg?v=1755007971,1,"",false,,,,silver,shopify--material-dek7lzif,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10530783203_340828440.jpg?v=1755328219,g,,,active
cross-type-screw-adjustable-nipple-clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10585124738_340828440.jpg?v=1755328219,2,"",,,,,,,,,,,,
cross-type-screw-adjustable-nipple-clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10530783203_340828440.jpg?v=1755328219,3,"",,,,,,,,,,,,
cross-type-screw-adjustable-nipple-clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10585148133_340828440.jpg?v=1755328219,4,"",,,,,,,,,,,,
cross-type-screw-adjustable-nipple-clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/10530858312_340828440.jpg?v=1755328219,5,"",,,,,,,,,,,,
cross-type-screw-adjustable-nipple-clamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/20250816150830.jpg?v=1755328184,6,"",,,,,,,,,,,,
patent-leather-waterproof-sheets,Patent leather waterproof sheets,"<p>Elevate your intimate moments with these patent leather waterproof sheets that blend sleek style and practical protection. Their glossy, sensual finish adds a daring edge to your space while safeguarding your bed from spills and stains. Perfect for enhancing adventurous nights with a touch of luxury and confidence.</p>
<p>2.2M*2.0M</p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,shopify--color-pattern-dgy1dvxa,product.metafields.shopify.color-pattern,,,,,,,,0.0,shopify,5,deny,manual,59.99,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zeCPIn2GnXMQ9LpBL__937849060-0-cib.jpg?v=1755006534,1,"",false,,,m,shopify--color-pattern-dgy1dvxa; shopify--color-pattern-lcgmddze; shopify--color-pattern-h9tm2ste,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01zeCPIn2GnXMQ9LpBL__937849060-0-cib.jpg?v=1755006534,lb,,,active
patent-leather-waterproof-sheets,,,,,,,,,shopify--color-pattern-lcgmddze,,,,,,,,,0.0,shopify,7,deny,manual,59.99,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/O1CN01nnTPRa2GnXMPAxzaP__937849060-0-cib.jpg?v=1755007173,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11130631922_340828440.jpg?v=1755007173,lb,,,
patent-leather-waterproof-sheets,,,,,,,,,shopify--color-pattern-h9tm2ste,,,,,,,,,0.0,shopify,6,deny,manual,59.99,,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11130631922_340828440.jpg?v=1755007173,3,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11098827681_340828440.jpg?v=1755007173,lb,,,
patent-leather-waterproof-sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11098827681_340828440.jpg?v=1755007173,4,"",,,,,,,,,,,,
colorful-fox-with-hooked-tail,Colorful fox with hooked tail,"<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">这款色彩缤纷的狐狸造型，拥有独特的钩状尾巴，释放你顽皮的欲望。它鲜艳的色彩与时尚的设计相结合，营造出迷人的气质，点燃你的好奇心和魅力。非常适合那些欣赏大胆美学和性感魅力的人士。</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">Total length 56cm,</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">tail alone 44cm</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">butt plug length 7cm</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">butt plug diameter 3.5cm</span></span></p>
<p><span dir=""auto"" style=""vertical-align: inherit;""><span dir=""auto"" style=""vertical-align: inherit;"">weight 122g</span></span></p>",Knot Knot,Mature > Erotic > Sex Toys & Erotic Games,"","",true,Color,rainbow,product.metafields.shopify.color-pattern,,,,,,,,200.0,shopify,8,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470424522_340828440.jpg?v=1755006013,1,"",false,,,,rainbow; gold; shopify--color-pattern-h9tm2ste; shopify--color-pattern-dgy1dvxa; gray; silver; shopify--color-pattern-lcgmddze; shopify--color-pattern-wj5pvnvp,shopify--material-dek7lzif; faux-fur,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11405094176_340828440.jpg?v=1755006013,g,,,active
colorful-fox-with-hooked-tail,,,,,,,,,gold,,,,,,,,,200.0,shopify,6,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/ww.jpg?v=1755006013,2,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11405085563_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,shopify--color-pattern-h9tm2ste,,,,,,,,,200.0,shopify,8,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11440144736_340828440.jpg?v=1755006013,3,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470268221_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,shopify--color-pattern-dgy1dvxa,,,,,,,,,200.0,shopify,5,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11440066860_340828440.jpg?v=1755006013,4,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470289058_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,gray,,,,,,,,,200.0,shopify,7,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470268221_340828440.jpg?v=1755006013,5,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470295121_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,silver,,,,,,,,,200.0,shopify,5,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11405094176_340828440.jpg?v=1755006013,6,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470292054_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,shopify--color-pattern-lcgmddze,,,,,,,,,200.0,shopify,4,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11405085563_340828440.jpg?v=1755006013,7,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470244685_340828440.jpg?v=1755006013,g,,,
colorful-fox-with-hooked-tail,,,,,,,,,shopify--color-pattern-wj5pvnvp,,,,,,,,,200.0,shopify,3,continue,manual,9.99,25.99,true,true,"",https://cdn.shopify.com/s/files/1/0716/4844/4554/files/11470289058_340828440.jpg?v=1755006013,8,"",,,,,,,,https://cdn.shopify.com/s/files/1/0716/4844/4554/files/ww.jpg?v=1755006013,g,,,
